,plate,well,code,trans.index,pool.index,distance,position,gene
3162,9,90,1.01011E+21,4774,3162,3,748437,SP_0795
3164,9,92,1.01001E+23,126,3164,2,68687,SP_0063
3168,9,96,1.0001E+21,6291,3168,3,1745090,
3176,9,104,1.00111E+19,6171,3176,3,1380833,SP_1468
3178,9,106,1E+23,6281,3178,3,1053536,
3179,9,107,1.11E+22,3996,3179,3,2054365,SP_2143
3181,9,109,1.001E+22,2409,3181,2,1254497,SP_1329
3193,9,121,1.10111E+23,3452,3193,3,1845239,SP_1941
3196,9,124,1.011E+23,2674,3196,1,1423838,
3202,9,130,1.10111E+22,1405,3202,3,623390,
3202.1,9,130,1.10111E+22,4963,3202,3,1258690,SP_1336
3206,9,134,1.001E+23,2915,3206,3,1589626,SP_1688
3210,9,138,1.11111E+14,3648,3210,2,1933684,
3219,9,147,1.11001E+23,2921,3219,2,1590395,SP_1689
3230,9,158,1.10011E+21,6005,3230,2,1057667,SP_1123
3249,9,177,1.10101E+23,3450,3249,2,1843158,
3252,9,180,1.0001E+21,5702,3252,2,1267817,SP_1344
3262,9,190,1.11111E+23,280,3262,3,112718,SP_0110
3264,9,192,1.0001E+22,4983,3264,2,1293551,SP_1370
3264.1,9,192,1.0001E+22,5346,3264,2,2056667,SP_2144
3265,9,193,1.1111E+19,6128,3265,2,277735,SP_0303
3271,9,199,1.101E+23,4079,3271,2,2074291,SP_2159
3274,9,202,1.10001E+23,4823,3274,3,929272,
3275,9,203,1.011E+22,4384,3275,3,63603,
3287,9,215,1.01001E+23,4323,3287,3,2143681,SP_2225
3292,9,220,1.01111E+23,854,3292,1,356396,SP_0377
3299,9,227,1.10101E+21,5539,3299,3,466281,SP_0484
3307,9,235,1.01011E+23,1128,3307,3,502537,SP_0521
3310,9,238,1.01111E+23,2479,3310,3,1296581,
3324,9,252,1.0001E+23,3966,3324,3,2045143,SP_2132
3330,9,258,1.11001E+22,709,3330,3,274231,SP_0298
3332,9,260,1.001E+22,5255,3332,2,1929004,SP_2022
3339,9,267,1.00001E+23,2831,3339,3,1543726,SP_1645
3344,9,272,1.111E+22,5145,3344,3,1715401,SP_1799
3348,9,276,1.0101E+23,3735,3348,2,1961906,SP_2060
3351,9,279,1.11101E+23,2860,3351,2,1565003,SP_1665
3351.1,9,279,1.11101E+23,3890,3351,3,2029891,SP_2116
3357,9,285,1.11111E+23,473,3357,3,161940,SP_0166
3363,9,291,1.01011E+21,5659,3363,1,998867,SP_1063
3365,9,293,1.11101E+23,1466,3365,3,648689,SP_0673
3369,9,297,1.01111E+23,65,3369,3,59566,
3375,9,303,1.1111E+23,458,3375,3,159473,SP_0163
3378,9,306,1.11001E+22,2307,3378,3,1204632,
3403,9,331,1.01001E+23,4104,3403,3,2078125,SP_2160
3405,9,333,1.11001E+22,5072,3405,1,1534017,SP_1633
3418,9,346,1.00111E+21,5500,3418,2,246856,
3420,9,348,1.001E+20,6012,3420,2,1178201,SP_1246
3422,9,350,1.0111E+23,1026,3422,2,453838,SP_0475
3428,9,356,1.1111E+22,5710,3428,3,1340210,SP_1419
3429,9,357,1.00001E+21,5983,3429,3,906789,SP_0958
3430,9,358,1.10111E+20,5010,3430,3,1354580,SP_1435
3440,9,368,1.11E+22,4708,3440,3,617068,SP_0648
3443,9,371,1.1001E+23,2108,3443,3,1055969,SP_1122
3447,9,375,1.011E+22,4591,3447,3,423926,
3449,9,377,1.01101E+21,136,3449,3,70486,SP_0065
3449.1,9,377,1.01101E+21,4940,3449,3,1228522,SP_1294
3453,9,381,1.00001E+23,1078,3453,2,474509,
3458,10,2,1.0111E+21,5498,3458,3,224471,
3463,10,7,1.0111E+21,5535,3463,3,462543,SP_0481
3467,10,11,1.10111E+23,1088,3467,2,478066,SP_0498
3474,10,18,1.11101E+19,6121,3474,3,160998,
3477,10,21,1.1001E+22,4561,3477,3,344864,SP_0368
3482,10,26,1.00011E+23,238,3482,3,94149,SP_0091
3485,10,29,1.0011E+23,1736,3485,3,834079,SP_0885
3501,10,45,1.11E+23,5192,3501,2,1775480,SP_1870
3503,10,47,1.001E+23,1138,3503,2,506684,SP_0527
3507,10,51,1.11E+22,3525,3507,2,1874059,SP_1966
3516,10,60,1.0011E+23,547,3516,3,185861,SP_0199
3523,10,67,1.10101E+23,813,3523,3,314176,SP_0341
3528,10,72,1.00011E+23,251,3528,3,99311,SP_0097
3532,10,76,1.11001E+21,4399,3532,2,77387,SP_0071
3537,10,81,1.001E+21,5511,3537,2,344446,SP_0368
3541,10,85,1.0111E+20,5944,3541,1,459155,SP_0479
3545,10,89,1.0001E+21,6290,3545,3,1742605,SP_1831
3553,10,97,1.0011E+23,5964,3553,3,634895,SP_0664
3558,10,102,1.1111E+22,5387,3558,2,2084847,
3569,10,113,1.0111E+22,5523,3569,3,443184,
3573,10,117,1.10101E+23,2775,3573,2,1518955,SP_1617
3580,10,124,1.01011E+23,1534,3580,3,673691,SP_0708
3590,10,134,1.10101E+23,2239,3590,2,1152003,SP_1221
3597,10,141,1.1011E+22,4517,3597,2,216863,SP_0247
3602,10,146,1.11101E+23,1202,3602,3,537427,
3602.1,10,146,1.11101E+23,3106,3602,2,1695131,
3605,10,149,1.101E+23,1644,3605,3,736745,
3607,10,151,1.1011E+22,4776,3607,2,752537,SP_0798
3619,10,163,1.11101E+23,1987,3619,3,982039,
3621,10,165,1.1011E+22,4970,3621,2,1267286,SP_1343
3624,10,168,1.10011E+22,4973,3624,3,1269115,SP_1344
3626,10,170,1.001E+21,5054,3626,2,1515790,SP_1615
3631,10,175,1.10001E+23,3189,3631,2,1732376,SP_1821
3637,10,181,1.01E+23,3850,3637,3,2014665,SP_2104
3642,10,186,1.10101E+23,4005,3642,3,2056482,SP_2144
3648,10,192,1.0111E+23,2013,3648,2,988714,SP_1051
3648.1,10,192,1.0111E+23,2402,3648,3,1252168,SP_1328
3651,10,195,1.11111E+23,4146,3651,3,2082462,SP_2165
3654,10,198,1.11111E+23,4280,3654,3,2112289,SP_2191
3658,10,202,1.101E+23,3869,3658,3,2021760,SP_2108
3660,10,204,1.111E+21,5549,3660,2,502251,SP_0521
3661,10,205,1.1E+21,5036,3661,3,1443155,
3669,10,213,1.1101E+21,5882,3669,2,2102379,SP_2184
3672,10,216,1.111E+21,2528,3672,3,1337168,SP_1417
3685,10,229,1.1011E+21,5731,3685,2,1457149,SP_1549
3688,10,232,1.011E+23,4077,3688,3,2074151,SP_2159
3694,10,238,1.11011E+22,5115,3694,3,1657539,SP_1757
3695,10,239,1.0111E+23,3639,3695,1,1931507,SP_2026
3701,10,245,1.10011E+22,2068,3701,3,1027106,SP_1092
3707,10,251,1.0101E+23,2046,3707,3,998849,SP_1063
3711,10,255,1.111E+22,3043,3711,2,1665567,SP_1763
3715,10,259,1E+23,2488,3715,2,1302411,SP_1380
3721,10,265,1.1011E+22,5220,3721,3,1848682,
3726,10,270,1.1011E+20,4965,3726,2,1262037,SP_1340
3726.1,10,270,1.1011E+20,6170,3726,3,1355647,SP_1435
3732,10,276,1.01011E+23,2788,3732,2,1524691,SP_1623
3739,10,283,1.101E+23,4491,3739,3,168348,SP_0175
3742,10,286,1.11011E+23,5872,3742,3,2076625,SP_2159
3744,10,288,1.1101E+22,4620,3744,3,456121,SP_0477
3744.1,10,288,1.1101E+22,5117,3744,2,1662573,SP_1761
3749,10,293,1.00001E+21,5632,3749,2,877471,
3749.1,10,293,1.00001E+21,5711,3749,3,1352229,SP_1433
3753,10,297,1.01101E+21,5666,3753,3,1049967,SP_1118
3761,10,305,1.11011E+20,3134,3761,3,1709371,
3764,10,308,1.01001E+23,3500,3764,2,1858146,SP_1954
3776,10,320,1.1011E+22,4839,3776,3,976047,SP_1034
3784,10,328,1.1001E+23,989,3784,3,439798,SP_0462
3785,10,329,1.0001E+23,2289,3785,2,1189521,SP_1257
3807,10,351,1.00011E+23,6204,3807,3,2101479,
3808,10,352,1.11101E+23,2600,3808,3,1357086,SP_1437
3811,10,355,1.10011E+22,4893,3811,3,1093667,
3812,10,356,1.0101E+23,2973,3812,3,1620914,
3813,10,357,1.11011E+23,2303,3813,2,1197906,SP_1264
3814,10,358,1.01011E+23,1404,3814,3,623346,R13-SP0649-SP0650
3818,10,362,1.10001E+22,4722,3818,3,638621,SP_0664
3819,10,363,1.111E+23,3994,3819,3,2053817,SP_2143
3822,10,366,1.101E+23,522,3822,3,170502,SP_0178
3827,10,371,1.00101E+23,80,3827,3,61377,SP_0057
3833,10,377,1.1011E+23,1556,3833,3,684146,SP_0718
3845,11,5,1.00111E+21,5436,3845,2,54703,
3860,11,20,1.1011E+23,2308,3860,3,1210381,SP_1275
3861,11,21,1.11111E+21,5881,3861,3,2095133,
3869,11,29,1.0001E+23,6199,3869,3,2069308,SP_2155
3871,11,31,1.1011E+23,2609,3871,3,1367363,SP_1447
3878,11,38,1.1E+21,4504,3878,3,184353,SP_0197
3879,11,39,1.11011E+23,3677,3879,3,1941108,SP_2034
3901,11,61,1.11011E+22,2102,3901,3,1053723,SP_1121
3903,11,63,1.1001E+22,5130,3903,3,1671755,SP_1767
3924,11,84,1.01111E+23,3135,3924,3,1709445,
3933,11,93,1.111E+20,5935,3933,2,358497,SP_0379
3937,11,97,1.1101E+23,588,3937,2,214589,
3943,11,103,1.101E+23,858,3943,3,358347,SP_0379
3951,11,111,1.11011E+23,384,3951,2,143395,SP_0145
3960,11,120,1.10111E+20,5100,3960,3,1590517,SP_1689
3965,11,125,1.00011E+23,1654,3965,3,744227,
3972,11,132,1.00111E+19,1300,3972,3,565770,
3976,11,136,1.001E+23,725,3976,3,278411,SP_0304
3988,11,148,1.10111E+22,3721,3988,3,1956822,SP_2056
3999,11,159,1E+23,23,3999,2,25155,SP_0021
4012,11,172,1.0001E+23,1484,4012,3,656611,SP_0686
4019,11,179,1.001E+23,6060,4019,3,1692775,
4020,11,180,1.10101E+23,618,4020,3,219829,
4021,11,181,1E+23,2412,4021,3,1255247,SP_1330
4022,11,182,1.10011E+23,757,4022,3,285018,SP_0312
4022.1,11,182,1.10011E+23,2806,4022,3,1533052,SP_1632
4026,11,186,1.01E+21,6349,4026,3,162017,SP_0166
4030,11,190,1.10011E+19,6112,4030,3,28173,SP_0026
4039,11,199,1.1011E+22,5071,4039,3,1530169,SP_1630
4044,11,204,1.0001E+22,11,4044,3,8026,SP_0006
4044.1,11,204,1.0001E+22,4997,4044,3,1331930,SP_1412
4059,11,219,1.10011E+21,5622,4059,3,755944,SP_0802
4061,11,221,1.01E+21,1367,4061,3,608351,SP_0641
4062,11,222,1.10011E+23,2212,4062,3,1125690,
4068,11,228,1.10001E+23,3059,4068,3,1668807,SP_1765
4069,11,229,1.011E+23,2450,4069,2,1267822,SP_1344
4071,11,231,1.00011E+23,3379,4071,2,1800573,SP_1894
4073,11,233,1.1101E+21,5347,4073,3,2058786,SP_2145
4080,11,240,1.0101E+22,5216,4080,2,1843445,SP_1940
4086,11,246,1.00011E+23,3326,4086,3,1769521,SP_1861
4087,11,247,1.01011E+23,2782,4087,3,1521242,SP_1621
4089,11,249,1.00111E+23,248,4089,2,98492,SP_0096
4089.1,11,249,1.00111E+23,1840,4089,3,884578,SP_0931
4091,11,251,1.00111E+21,5647,4091,3,955812,SP_1011
4102,11,262,1.11011E+23,2634,4102,3,1385552,SP_1472
4106,11,266,1.1011E+22,3210,4106,3,1735429,SP_1824
4106.1,11,266,1.1011E+22,5049,4106,3,1486426,SP_1581
4108,11,268,1.10001E+19,6200,4108,3,2074360,SP_2159
4109,11,269,1.01101E+23,423,4109,2,151440,SP_0154
4113,11,273,1.10001E+23,1731,4113,3,832469,SP_0882
4116,11,276,1.111E+21,2210,4116,2,1124851,SP_1187
4128,11,288,1.00111E+23,165,4128,3,75660,SP_0071
4131,11,291,1.1011E+21,5671,4131,3,1071016,SP_1142
4132,11,292,1.10001E+20,6072,4132,2,1793797,SP_1889
4137,11,297,1.1111E+22,4387,4137,3,68717,SP_0063
4138,11,298,1.111E+23,2474,4138,3,1293027,SP_1369
4140,11,300,1.01E+21,5681,4140,2,1226096,SP_1291
4144,11,304,1.1011E+23,1172,4144,3,515672,
4154,11,314,1.00101E+22,5075,4154,3,1535997,SP_1636
4161,11,321,1.11001E+23,3970,4161,2,2046010,
4163,11,323,1E+22,600,4163,2,217066,SP_0247
4176,11,336,1.111E+23,169,4176,2,76565,SP_0071
4179,11,339,1.1111E+23,4067,4179,3,2072932,SP_2158
4180,11,340,1.0111E+22,5282,4180,3,1980452,
4186,11,346,1.1001E+22,5396,4186,3,2093330,SP_2176
4194,11,354,1.00111E+22,5303,4194,2,2010703,SP_2101
4200,11,360,1.0111E+23,1925,4200,3,950461,SP_1005
4200.1,11,360,1.0111E+23,5446,4200,2,74329,SP_0071
4209,11,369,1.10011E+23,2461,4209,3,1270764,SP_1346
4215,11,375,1.0101E+19,5906,4215,2,116571,
4219,11,379,1.01001E+23,1412,4219,3,626696,SP_0655
4242,12,18,1.01101E+23,3847,4242,2,2014422,
4245,12,21,1.00101E+23,45,4245,3,46368,SP_0045
4245.1,12,21,1.00101E+23,1651,4245,3,740727,SP_0787
4246,12,22,1.10001E+22,4382,4246,3,54069,SP_0050
4247,12,23,1.101E+22,5628,4247,2,833362,
4255,12,31,1.1011E+23,3781,4255,3,1992802,SP_2083
4257,12,33,1.0001E+20,6330,4257,3,1528992,SP_1627
4264,12,40,1.01111E+22,4400,4264,2,78625,SP_0071
4269,12,45,1.1001E+23,3650,4269,0,1934219,SP_2028
4272,12,48,1.011E+23,4120,4272,2,2079859,SP_2161
4279,12,55,1.111E+23,4548,4279,2,294087,
4280,12,56,1.01111E+20,387,4280,3,143851,
4289,12,65,1.00101E+19,6158,4289,2,1066633,SP_1134
4302,12,78,1.00101E+20,5945,4302,3,461798,SP_0480
4303,12,79,1.01101E+21,5433,4303,3,47739,SP_0045
4306,12,82,1.00001E+23,6239,4306,3,1212328,SP_1276
4309,12,85,1.10011E+23,1407,4309,2,623678,SP_0650
4314,12,90,1.1111E+19,4170,4314,3,2085772,
4319,12,95,1.01101E+23,1899,4319,3,928872,
4320,12,96,1.1011E+21,5639,4320,3,906873,SP_0958
4322,12,98,1.1101E+23,281,4322,3,113162,
4327,12,103,1.11101E+22,5146,4327,3,1715808,SP_1799
4336,12,112,1.11E+23,2679,4336,1,1428062,SP_1521
4341,12,117,1.01111E+20,4662,4341,2,518334,SP_0546
4361,12,137,1.00111E+22,5120,4361,3,1665225,SP_1762
4361.1,12,137,1.00111E+22,6225,4361,2,555448,SP_0585
4364,12,140,1.01101E+21,5538,4364,3,465817,SP_0484
4364.1,12,140,1.01101E+21,5848,4364,2,2015346,
4369,12,145,1.1E+21,2331,4369,3,1226031,SP_1291
4370,12,146,1.1011E+23,1341,4370,3,598941,SP_0633
4371,12,147,1.011E+18,6221,4371,2,477378,SP_0498
4374,12,150,1.01111E+23,5641,4374,3,913574,SP_0966
4379,12,155,1.0011E+23,4026,4379,3,2063910,SP_2150
4404,12,180,1E+22,5421,4404,2,2157231,SP_2236
4406,12,182,1.0101E+23,843,4406,3,344331,SP_0368
4410,12,186,1.1011E+23,1601,4410,3,706380,SP_0745
4412,12,188,1.011E+23,2381,4412,2,1247417,SP_1324
4417,12,193,1.10001E+22,5006,4417,3,1351963,SP_1433
4420,12,196,1.11E+22,5322,4420,3,2034089,SP_2122
4421,12,197,1.10001E+23,2981,4421,3,1623938,
4423,12,199,1.10011E+22,5025,4423,3,1403466,SP_1493
4432,12,208,1.01E+23,1810,4432,3,869313,
4432.1,12,208,1.01E+23,2055,4432,2,1004457,SP_1068
4439,12,215,1.101E+22,2265,4439,3,1170598,SP_1240
4451,12,227,1.10101E+23,2007,4451,2,987060,SP_1047
4453,12,229,1.0111E+23,3572,4453,0,1895149,
4455,12,231,1.0001E+22,4547,4455,3,293475,
4464,12,240,1.01101E+18,6226,4464,3,583552,SP_0615
4467,12,243,1.111E+17,6269,4467,3,134267,SP_0136
4474,12,250,1.1001E+23,1428,4474,2,631152,SP_0660
4485,12,261,1.01001E+20,5979,4485,3,860420,SP_0907
4500,12,276,1.10101E+23,2126,4500,3,1067599,
4503,12,279,1.01001E+23,4350,4503,3,2156500,SP_2236
4508,12,284,1.11011E+23,2486,4508,3,1301921,
4508.1,12,284,1.11011E+23,3139,4508,3,1711094,SP_1795
4508.2,12,284,1.11011E+23,3385,4508,2,1801470,SP_1895
4508.3,12,284,1.11011E+23,4421,4508,3,101200,SP_0099
4514,12,290,1.11101E+22,4534,4514,2,276589,SP_0302
4517,12,293,1.0101E+23,4568,4517,2,370367,SP_0391
4523,12,299,1.10011E+23,899,4523,2,376423,SP_0396
4523.1,12,299,1.10011E+23,3338,4523,2,1772256,SP_1865
4527,12,303,1.00101E+23,5780,4527,3,1717531,SP_1800
4533,12,309,1.1111E+23,3886,4533,3,2025628,SP_2112
4544,12,320,1.01001E+22,5235,4544,3,1870888,SP_1963
4547,12,323,1.00001E+21,5584,4547,2,609101,SP_0641
4557,12,333,1.111E+23,2854,4557,2,1555961,SP_1654
4573,12,349,1.011E+22,6165,4573,3,1266327,SP_1343
4584,12,360,1.10101E+23,1734,4584,2,833415,SP_0885
4585,12,361,1.1001E+18,6233,4585,2,844816,SP_0894
4590,12,366,1.10111E+20,5960,4590,3,595295,SP_0628
4591,12,367,1.11001E+22,2437,4591,3,1266399,SP_1343
4596,12,372,1.01001E+23,4279,4596,3,2112259,SP_2191
4611,13,3,1E+23,1838,4611,2,884260,SP_0931
4615,13,7,1.11101E+19,1064,4615,3,465258,SP_0483
4618,13,10,1.1111E+23,2875,4618,3,1578925,
4626,13,18,1.1111E+17,6066,4626,3,1743274,SP_1833
4626.1,13,18,1.1111E+17,6343,4626,3,1940226,SP_2033
4631,13,23,1.01001E+23,48,4631,3,48284,SP_0045
4637,13,29,1.11001E+23,3273,4637,2,1745244,
4644,13,36,1.11001E+22,5002,4644,3,1344697,SP_1424
4644.1,13,36,1.11001E+22,5263,4644,3,1941849,SP_2035
4647,13,39,1.01101E+23,245,4647,2,98215,SP_0096
4647.1,13,39,1.01101E+23,1322,4647,3,575797,SP_0609
4647.2,13,39,1.01101E+23,3540,4647,3,1879543,
4649,13,41,1.10001E+20,5771,4649,2,1677528,SP_1771
4655,13,47,1.1001E+23,3038,4655,3,1664800,SP_1762
4656,13,48,1.01E+21,5685,4656,2,1232619,SP_1306
4665,13,57,1.1101E+21,5489,4665,3,211915,SP_0241
4670,13,62,1.111E+23,1667,4670,2,750745,SP_0797
4676,13,68,1.01101E+23,2354,4676,2,1239130,
4686,13,78,1.01011E+21,4868,4686,2,1049147,SP_1118
4687,13,79,1.1E+23,1849,4687,3,894021,SP_0943
4702,13,94,1.00001E+23,6208,4702,3,31385,
4704,13,96,1.10101E+23,2723,4704,3,1464490,
4707,13,99,1.1001E+22,4717,4707,3,632370,
4710,13,102,1.0001E+21,5435,4710,2,53047,
4715,13,107,1.00001E+21,5530,4715,2,456141,SP_0477
4719,13,111,1.10011E+23,1908,4719,2,943099,
4723,13,115,1.0011E+23,1391,4723,2,617577,SP_0648
4724,13,116,1.0111E+20,6213,4724,3,89531,SP_0083
4728,13,120,1.11E+23,2004,4728,3,986219,SP_1046
4729,13,121,1.0101E+22,3480,4729,2,1855359,SP_1952
4730,13,122,1.0011E+23,1819,4730,3,873631,SP_0919
4739,13,131,1.11101E+23,536,4739,2,180000,SP_0187
4739.1,13,131,1.11101E+23,1424,4739,2,630025,SP_0659
4744,13,136,1.1111E+22,4759,4744,3,729303,SP_0770
4746,13,138,1.00101E+20,4854,4746,2,988067,SP_1050
4755,13,147,1.00111E+22,4599,4755,3,438108,
4759,13,151,1.10111E+23,2399,4759,3,1250958,SP_1326
4760,13,152,1.1011E+22,5382,4760,3,2080718,SP_2162
4764,13,156,1.11111E+22,5264,4764,3,1942622,SP_2036
4769,13,161,1.01111E+23,4302,4769,3,2121421,SP_2200
4770,13,162,1.00001E+21,5468,4770,2,141977,SP_0144
4776,13,168,1.1011E+22,5701,4776,2,1265537,
4780,13,172,1.10101E+21,5608,4780,3,709835,SP_0750
4782,13,174,1.01011E+22,250,4782,2,99160,
4782.1,13,174,1.01011E+22,4496,4782,3,173670,
4785,13,177,1.10111E+20,5916,4785,2,152224,SP_0155
4786,13,178,1E+23,3508,4786,2,1859965,SP_1956
4786.1,13,178,1E+23,6345,4786,3,2059242,SP_2145
4791,13,183,1.10001E+23,2421,4791,2,1256458,
4800,13,192,1.0111E+22,5324,4800,3,2039367,SP_2127
4800.1,13,192,1.0111E+22,6028,4800,2,1344898,
4806,13,198,1.0111E+22,2649,4806,3,1394756,SP_1482
4809,13,201,1.11011E+22,5367,4809,2,2072514,SP_2158
4811,13,203,1.0111E+23,4073,4811,3,2073789,SP_2158
4812,13,204,1.1111E+23,4060,4812,2,2072132,
4835,13,227,1.111E+23,4525,4835,3,239684,
4842,13,234,1.1101E+21,5665,4842,3,1042792,
4846,13,238,1.01001E+22,3414,4846,3,1828269,SP_1918
4847,13,239,1.0101E+23,2574,4847,3,1351956,SP_1433
4851,13,243,1.1E+23,1780,4851,3,859298,
4855,13,247,1.01011E+23,988,4855,2,439300,SP_0462
4856,13,248,1.1101E+23,2682,4856,3,1431610,SP_1523
4858,13,250,1.11001E+22,4925,4858,2,1193192,SP_1261
4862,13,254,1.00001E+23,2192,4862,3,1111528,SP_1175
4871,13,263,1.0111E+23,3236,4871,3,1739806,SP_1828
4874,13,266,1.00111E+23,2646,4874,3,1394120,
4874.1,13,266,1.00111E+23,6043,4874,2,1540899,SP_1642
4883,13,275,1.10101E+21,5847,4883,2,2012522,
4885,13,277,1.0101E+23,844,4885,3,347369,SP_0369
4892,13,284,1.0001E+20,5930,4892,2,277773,SP_0303
4898,13,290,1.00101E+23,2618,4898,2,1371588,
4899,13,291,1.111E+22,4433,4899,3,112290,SP_0110
4900,13,292,1.00111E+23,3297,4900,2,1758725,SP_1851
4925,13,317,1.01011E+23,2116,4925,3,1058198,SP_1124
4932,13,324,1.01011E+23,1262,4932,3,546927,SP_0578
4932.1,13,324,1.01011E+23,3662,4932,3,1938757,SP_2032
4945,13,337,1.0101E+23,3457,4945,3,1850139,SP_1947
4954,13,346,1.11011E+23,1212,4954,3,542155,SP_0575
4968,13,360,1.001E+23,2176,4968,2,1100315,SP_1164
4973,13,365,1.1101E+23,2247,4973,3,1155182,SP_1222
4980,13,372,1.011E+23,1974,4980,2,979145,
4981,13,373,1.10111E+23,1304,4981,3,567933,SP_0601
4992,13,384,1.01111E+23,4316,4992,3,2130524,
4992.1,13,384,1.01111E+23,5801,4992,3,1776188,SP_1870
4997,14,5,1.1101E+23,3845,4997,3,2014269,
5016,14,24,1.0111E+20,6080,5016,3,1848412,SP_1945
5017,14,25,1.11001E+23,643,5017,2,222973,SP_0252
5020,14,28,1.101E+22,5410,5020,2,2117859,SP_2195
5024,14,32,1.0101E+23,419,5024,2,150452,SP_0152
5025,14,33,1.00011E+23,3897,5025,2,2031831,SP_2120
5035,14,43,1.01101E+23,3961,5035,2,2044429,
5042,14,50,1.111E+21,5716,5042,3,1370224,SP_1450
5048,14,56,1.01101E+23,437,5048,3,152980,SP_0155
5055,14,63,1.00001E+21,4826,5055,2,943569,SP_1002
5060,14,68,1.10101E+21,5654,5060,3,987091,SP_1047
5073,14,81,1.10101E+13,6423,5073,2,542513,SP_0575
5076,14,84,1.10011E+23,3327,5076,3,1769850,SP_1862
5079,14,87,1.10111E+23,2158,5079,3,1089577,
5082,14,90,1.10011E+19,6190,5082,3,1893372,SP_1989
5086,14,94,1.11101E+23,1431,5086,3,633522,SP_0662
5098,14,106,1.1011E+23,3954,5098,3,2043876,SP_2131
5104,14,112,1.1E+23,1280,5104,2,554961,SP_0585
5104.1,14,112,1.1E+23,3527,5104,2,1874679,
5109,14,117,1.11101E+22,5191,5109,3,1773354,
5119,14,127,1.10101E+17,4824,5119,3,939897,
5122,14,130,1.111E+17,6117,5122,3,102913,SP_0101
5124,14,132,1.00111E+19,6180,5124,2,1667919,SP_1765
5135,14,143,1.01011E+21,5526,5135,3,451682,SP_0473
5139,14,147,1.01001E+22,2861,5139,3,1572389,SP_1672
5139.1,14,147,1.01001E+22,4941,5139,3,1228593,SP_1294
5147,14,155,1.01E+20,5963,5147,3,632475,SP_0662
5151,14,159,1.01101E+23,5442,5151,2,63853,
5153,14,161,1.00111E+23,3442,5153,2,1839411,SP_1935
5158,14,166,1.011E+23,471,5158,3,161780,SP_0166
5163,14,171,1.1011E+22,5165,5163,3,1739405,SP_1828
5165,14,173,1.11001E+21,4937,5165,3,1221031,SP_1286
5166,14,174,1.1E+23,3090,5166,2,1676966,SP_1771
5167,14,175,1.11E+22,4986,5167,2,1302551,SP_1380
5174,14,182,1.011E+23,3751,5174,3,1980401,
5177,14,185,1.011E+23,3543,5177,3,1883095,
5177.1,14,185,1.011E+23,3714,5177,3,1954994,
5178,14,186,1.001E+22,5112,5178,2,1642492,SP_1738
5183,14,191,1.1011E+22,2405,5183,2,1253962,SP_1329
5190,14,198,1.011E+23,2877,5190,2,1579222,SP_1679
5196,14,204,1E+23,2277,5196,3,1185524,SP_1250
5198,14,206,1.111E+23,3082,5198,3,1675391,SP_1770
5210,14,218,1.1001E+23,3446,5210,3,1841588,SP_1938
5218,14,226,1.01101E+22,4392,5218,3,72237,SP_0067
5218.1,14,226,1.01101E+22,6093,5218,3,2048148,SP_2136
5222,14,230,1.101E+23,3760,5222,2,1982343,
5224,14,232,1.01101E+18,6020,5224,2,1253242,SP_1328
5226,14,234,1.0111E+23,2338,5226,3,1228971,SP_1295
5238,14,246,1.10011E+17,6268,5238,3,78164,SP_0071
5255,14,263,1.1E+23,2582,5255,2,1352957,SP_1434
5267,14,275,1.0011E+23,665,5267,3,243870,SP_0268
5282,14,290,1.0101E+23,1039,5282,2,457226,
5284,14,292,1.11101E+22,5169,5284,3,1742668,
5290,14,298,1.11011E+23,2770,5290,3,1517905,SP_1616
5299,14,307,1.01E+23,4092,5299,3,2075876,SP_2159
5300,14,308,1.0001E+23,4015,5300,3,2060838,SP_2146
5314,14,322,1.0001E+22,4521,5314,3,220277,SP_0251
5316,14,324,1.11011E+23,2885,5316,2,1582780,SP_1683
5326,14,334,1.1011E+21,5755,5326,3,1623039,
5335,14,343,1.1E+22,5533,5335,3,460142,SP_0479
5336,14,344,1.00101E+23,2769,5336,3,1517776,SP_1616
5340,14,348,1.1001E+22,4675,5340,2,547306,
5343,14,351,1.11E+23,3257,5343,2,1742938,SP_1832
5350,14,358,1.1E+23,2248,5350,3,1155671,SP_1222
5353,14,361,1.01101E+23,3413,5353,3,1827022,SP_1916
5354,14,362,1.1001E+22,3392,5354,3,1803397,SP_1897
5354.1,14,362,1.1001E+22,4401,5354,3,78784,
5370,14,378,1.10001E+20,6055,5370,2,1657413,SP_1757
5377,15,1,1.111E+22,4383,5377,3,57793,SP_0054
5383,15,7,1.10011E+22,4406,5383,3,83044,SP_0078
5384,15,8,1.01E+23,2937,5384,2,1596318,SP_1693
5408,15,32,1.01111E+23,967,5408,2,435147,SP_0460
5427,15,51,1.11011E+23,706,5427,2,274040,SP_0298
5427.1,15,51,1.11011E+23,3021,5427,3,1660557,SP_1759
5431,15,55,1.00011E+20,5000,5431,2,1343467,SP_1422
5433,15,57,1.01101E+23,894,5433,2,375504,SP_0395
5439,15,63,1.1111E+23,397,5439,2,146412,
5441,15,65,1.10001E+23,5238,5441,3,1875162,SP_1967
5449,15,73,1.0101E+23,1917,5449,3,947656,SP_1004
5452,15,76,1.111E+23,2610,5452,3,1367560,SP_1447
5455,15,79,1.00101E+23,2947,5455,2,1598943,
5458,15,82,1.01E+23,3328,5458,2,1770441,
5460,15,84,1.11E+23,2271,5460,3,1184223,SP_1249
