"","trans.index","pool.index","distance","position","gene","plate","well","code"
"1647",5665,6390,3,868421,"SP_0915",17,246,"001011011100110001101111"
"1648",2404,6393,0,1253826,"SP_1329",17,249,"101010101111111100001001"
"1649",3399,6396,3,1804667,"SP_1898",17,252,"001111000100110110111101"
"1650",2018,6406,3,989491,"SP_1052",17,262,"010001001111011001101111"
"1651",2806,6407,3,1533052,"SP_1632",17,263,"110111101001010110101100"
"1652",6161,6416,3,1803307,"SP_1897",17,272,"001101101100100101010110"
"1653",2196,6422,2,1113418,"",17,278,"111000101000011101111101"
"1654",2197,6422,1,1113434,"",17,278,"111000101000011101111101"
"1655",2073,6429,3,1033906,"",17,285,"111110101011100001110001"
"1656",4350,6458,1,2156500,"SP_2236",17,314,"101101110010000101111011"
"1657",2012,6459,3,988622,"SP_1051",17,315,"101000000001111000101110"
"1658",2086,6465,3,1043838,"SP_1114",17,321,"101110110001001000101101"
"1659",1463,6469,2,647313,"SP_0672",17,325,"101001101101111000100111"
"1660",4358,6469,3,2157481,"SP_2236",17,325,"101001101101111000100111"
"1661",5852,6500,1,1750498,"SP_1840",17,356,"001011101100001110100011"
"1662",5518,6519,0,245592,"SP_0268",17,375,"001101100101101010100000"
"1663",2770,6523,1,1517905,"SP_1616",17,379,"111010111001000000001010"
"1664",1734,6525,2,833415,"SP_0885",17,381,"101100100100111000101101"
"1665",5643,6526,2,728075,"SP_0769",17,382,"001011010101111101100110"
"1666",3429,6529,1,1836638,"SP_1930",18,1,"110011111001101001010110"
"1667",2936,6548,3,1596098,"SP_1693",18,20,"100110101010000011111111"
"1668",3377,6549,3,1800037,"SP_1894",18,21,"100101100101100110101111"
"1669",4953,6553,0,1230945,"",18,25,"011001010101100110011100"
"1670",679,6564,0,258908,"SP_0281",18,36,"101010100001110100101000"
"1671",3607,6564,1,1923788,"SP_2017",18,36,"101010100001110100101000"
"1672",4507,6565,3,184353,"SP_0197",18,37,"010110101111111101010000"
"1673",2701,6576,3,1443157,"",18,48,"100011101110011100101101"
"1674",3597,6583,0,1918504,"SP_2011",18,55,"110101110000101010010000"
"1675",2546,6588,2,1345689,"",18,60,"101111101000001010000100"
"1676",1464,6589,1,647482,"SP_0672",18,61,"111001001001000010101100"
"1677",5461,6592,3,101200,"SP_0099",18,64,"001101011010010111001010"
"1678",686,6602,2,263384,"SP_0285",18,74,"110001010101110000001111"
"1679",3727,6617,0,1959082,"SP_2057",18,89,"101011001001100111110000"
"1680",6143,6619,1,1671500,"SP_1767",18,91,"000011110101011011110000"
"1681",6101,6626,3,1355256,"SP_1435",18,98,"000010011100111111110110"
"1682",483,6630,1,162265,"SP_0167",18,102,"011110001100110001100110"
"1683",712,6641,2,274788,"SP_0298",18,113,"001010001100111111001111"
"1684",2893,6645,3,1584495,"SP_1684",18,117,"011100011000101111011011"
"1685",474,6652,2,161943,"SP_0166",18,124,"101111100010110101001110"
"1686",6075,6653,3,1065632,"SP_1131",18,125,"000100101001110001100110"
"1687",4650,6656,0,485613,"",18,128,"010100000110011001100101"
"1688",2993,6657,0,1645562,"",18,129,"110100100000000011110101"
"1689",4502,6663,0,173052,"SP_0181",18,135,"011000111111101011000101"
"1690",3678,6669,0,1941161,"SP_2034",18,141,"111001110011000010101010"
"1691",2777,6673,0,1519652,"SP_1618",18,145,"100010000010111000011110"
"1692",1525,6680,2,671449,"SP_0705",18,152,"001010000010101101110010"
"1693",4833,6683,1,923390,"SP_0977",18,155,"010001111000011100101101"
"1694",4755,6687,2,673008,"SP_0707",18,159,"010001111011010010110111"
"1695",6219,6689,0,174826,"",18,161,"000010011010110010100110"
"1696",6220,6689,0,174827,"",18,161,"000010011010110010100110"
"1697",3761,6693,1,1983480,"SP_2075",18,165,"100110010001101110111011"
"1698",1789,6695,0,861602,"SP_0908",18,167,"110001100111110110000111"
"1699",3104,6698,3,1694293,"SP_1775",18,170,"111001000011011001011100"
"1700",1937,6701,1,952646,"SP_1008",18,173,"101101111000011110001011"
"1701",5942,6705,0,2090194,"SP_2172",18,177,"001000011100110010100011"
"1702",1405,6710,1,623390,"",18,182,"111011011101000110001101"
"1703",4645,6723,2,471246,"SP_0494",18,195,"010111001100011011000101"
"1704",4511,6734,0,187510,"SP_0200",18,206,"010001111110010001111101"
"1705",5782,6742,1,1446496,"",18,214,"001111001011101110000111"
"1706",5725,6744,0,1145049,"SP_1214",18,216,"001111111010100110010101"
"1707",6275,6747,2,1857794,"",18,219,"000000111000111010111101"
"1708",6379,6747,2,502251,"SP_0521",18,219,"000000111000111010111101"
"1709",4390,6752,2,53047,"",18,224,"011000001111010111110110"
"1710",5123,6752,0,1661264,"SP_1759",18,224,"011000001111010111110110"
"1711",2894,6753,0,1584575,"SP_1684",18,225,"110001100001000110001110"
"1712",2799,6757,0,1528671,"",18,229,"111110101100011000000000"
"1713",5201,6765,2,1767568,"SP_1860",18,237,"011011001100000000111100"
"1714",4579,6768,1,348071,"SP_0369",18,240,"010101100111000110110100"
"1715",1612,6773,1,711900,"",18,245,"110100011100101010011001"
"1716",1708,6773,2,792757,"SP_0846",18,245,"110100011100101010011001"
"1717",1508,6785,0,666229,"SP_0697",18,257,"111100110010111010001000"
"1718",2092,6788,1,1046467,"SP_1116",18,260,"101111100010110110110001"
"1719",5529,6803,3,299297,"",18,275,"000101000101110001101111"
"1720",5565,6809,1,460142,"SP_0479",18,281,"001101101011011100100111"
"1721",4942,6817,2,1219352,"",18,289,"010010110111011110111000"
"1722",2168,6822,3,1096112,"SP_1160",18,294,"110111011110101101001000"
"1723",4965,6826,0,1247993,"SP_1324",18,298,"011100101100011001011010"
"1724",5383,6833,1,2075566,"SP_2159",18,305,"010010111010100101011010"
"1725",2303,6840,2,1197906,"SP_1264",18,312,"110011001101000101001011"
"1726",2057,6855,0,1006591,"",18,327,"101101000011010111110101"
"1727",1821,6858,1,874479,"SP_0920",18,330,"111111000011010110010011"
"1728",5744,6862,1,1251839,"SP_1327",18,334,"001110011110111010001110"
"1729",5807,6863,1,1619277,"",18,335,"001101010101101000110101"
"1730",6104,6864,0,1370226,"SP_1450",18,336,"000101001111010100111001"
"1731",5640,6865,0,724098,"",18,337,"001011010100001001000111"
"1732",5827,6870,0,1674625,"SP_1770",18,342,"001101011100100100111100"
"1733",1718,6871,3,821897,"",18,343,"101100101100111101011100"
"1734",1081,6883,3,476102,"",18,355,"000001011111110001011111"
"1735",2169,6888,1,1096668,"SP_1161",18,360,"110010100010110101111110"
"1736",2170,6888,1,1096669,"SP_1161",18,360,"110010100010110101111110"
"1737",3101,6893,3,1693521,"",18,365,"100001001101111001110100"
"1738",1255,6896,3,546345,"SP_0578",18,368,"011111100011111100001010"
"1739",5231,6896,1,1830174,"",18,368,"011111100011111100001010"
"1740",331,6902,2,135679,"SP_0137",18,374,"110000111010111110011100"
"1741",1615,6903,1,712873,"",18,375,"101110000101011010010110"
"1742",5239,6905,1,1848412,"SP_1945",18,377,"011100100000110001011100"
"1743",6154,6907,1,1776188,"SP_1870",18,379,"000101111000110110111110"
"1744",5146,6909,1,1692775,"",18,381,"011001010011110001010000"
"1745",4461,6924,1,133150,"SP_0133",19,12,"010101101011010011101011"
"1746",706,6926,2,274040,"SP_0298",19,14,"101111010011011010011001"
"1747",4720,6941,3,623780,"",19,29,"010101010110010100111010"
"1748",4786,6942,0,744611,"SP_0790",19,30,"011001100000100100111100"
"1749",1172,6944,3,515672,"",19,32,"101111100000110010101100"
"1750",3082,6956,3,1675391,"SP_1770",19,44,"110101111011111000011000"
"1751",1104,6960,0,486836,"SP_0505",19,48,"110010011111101011001100"
"1752",6098,6961,3,1331930,"SP_1412",19,49,"010111110001000101110111"
"1753",1688,6973,1,777695,"",19,61,"000011000111100011011110"
"1754",2714,6975,2,1456762,"SP_1548",19,63,"100101011101011100010010"
"1755",6235,6989,2,589375,"",19,77,"000011001011010010111011"
"1756",3854,6991,0,2015053,"SP_2105",19,79,"111001001010101000001100"
"1757",6179,6992,0,1968624,"SP_2067",19,80,"000111101100010110100101"
"1758",1484,7002,1,656611,"SP_0686",19,90,"111101011010001110010101"
"1759",3310,7003,1,1763962,"",19,91,"100110101101100011101101"
"1760",1431,7004,1,633522,"SP_0662",19,92,"111010000100111001111101"
"1761",2949,7005,3,1599180,"",19,93,"001001000010101110111110"
"1762",1654,7021,1,744227,"",19,109,"111000010110001110101010"
"1763",3059,7024,1,1668807,"SP_1765",19,112,"100110011011101100101000"
"1764",6354,7030,3,1946557,"",19,118,"000101110000110011001111"
"1765",5851,7034,3,1749233,"SP_1839",19,122,"001110100100111001110111"
"1766",3781,7037,1,1992802,"SP_2083",19,125,"110000110000100110010011"
"1767",4616,7038,0,441771,"SP_0463",19,126,"010100000001111001110111"
"1768",210,7040,2,80558,"",19,128,"111111000000111111001100"
"1769",5883,7046,2,1937087,"",19,134,"001001001000101100101101"
"1770",6139,7050,1,1629407,"SP_1725",19,138,"000101110011011010010000"
"1771",2906,7053,2,1587540,"SP_1687",19,141,"111111001101000100101110"
"1772",2455,7057,2,1268869,"SP_1344",19,145,"111100000001110101111000"
"1773",1643,7079,2,736726,"",19,167,"111000100110101000000101"
"1774",2855,7080,0,1556467,"SP_1654",19,168,"100010111111100101010011"
"1775",4401,7082,2,69879,"SP_0065",19,170,"010000101101001011011011"
"1776",1312,7087,1,572903,"SP_0606",19,175,"100110101101000111010111"
"1777",2190,7091,2,1111230,"SP_1175",19,179,"101011001100111110100110"
"1778",1383,7098,0,615421,"",19,186,"110101111100100101010011"
"1779",5721,7099,1,1126633,"",19,187,"001011010001110100101011"
"1780",2802,7110,3,1529586,"SP_1628",19,198,"100111111010101010011010"
"1781",6203,7111,0,2109882,"",19,199,"000101000101101011110011"
"1782",1884,7113,2,919742,"",19,201,"100110010101000011001100"
"1783",2132,7115,0,1069906,"",19,203,"101001010011110010010011"
"1784",2338,7115,3,1228971,"SP_1295",19,203,"101001010011110010010011"
"1785",5582,7116,0,504529,"",19,204,"001001111011011110000100"
"1786",4427,7120,1,89531,"SP_0083",19,208,"011101000010000100101101"
"1787",5367,7128,0,2065579,"",19,216,"010011100000001101010011"
"1788",6001,7129,3,281445,"",19,217,"000101111101110110001011"
"1789",3004,7136,2,1654163,"SP_1753",19,224,"110001010100111010001000"
"1790",5586,7144,0,508199,"SP_0529",19,232,"001000011111011011111100"
"1791",5731,7149,2,1211257,"",19,237,"001010000010101110001101"
"1792",6232,7152,3,517936,"SP_0545",19,240,"000011111111100111000101"
"1793",6242,7152,2,747174,"SP_0793",19,240,"000011111111100111000101"
"1794",516,7156,3,169770,"SP_0177",19,244,"110001011101101111100010"
"1795",1809,7162,1,869146,"",19,250,"111110100110000011110000"
"1796",3274,7163,0,1748386,"",19,251,"100100110001011100011011"
"1797",3015,7166,3,1658559,"SP_1758",19,254,"110111010011001111001001"
"1798",4093,7168,3,2075881,"SP_2159",19,256,"100110101111100111110000"
"1799",5428,7176,1,2129249,"SP_2208",19,264,"011011110110011010100110"
"1800",5773,7176,2,1391101,"",19,264,"011011110110011010100110"
"1801",5189,7177,0,1750639,"SP_1840",19,265,"011010100100001010000111"
"1802",6114,7183,1,1443525,"SP_1532",19,271,"000101110001011110001101"
"1803",426,7185,2,151667,"SP_0154",19,273,"100010000000100110011111"
"1804",5119,7192,1,1657539,"SP_1757",19,280,"010011101110111000101011"
"1805",4781,7193,2,732883,"",19,281,"011001101000011111101011"
"1806",4162,7194,0,2084854,"",19,282,"100111110010101100010100"
"1807",4164,7194,0,2085062,"SP_2168",19,282,"100111110010101100010100"
"1808",80,7200,3,61377,"SP_0057",19,288,"001111000111100010111011"
"1809",1851,7204,2,896804,"",19,292,"110111011100001110010000"
"1810",5323,7207,2,2014326,"",19,295,"010111001101001000100001"
"1811",5012,7209,0,1343549,"SP_1422",19,297,"010110101111100100110011"
"1812",2118,7240,1,1060195,"SP_1126",19,328,"100111110111001000011011"
"1813",5641,7252,3,725274,"",19,340,"001000101111011010010110"
"1814",5685,7257,1,976047,"SP_1034",19,345,"001010001000101111100001"
"1815",5396,7268,2,2087127,"SP_2169",19,356,"011100010011100111001111"
"1816",3297,7281,2,1758725,"SP_1851",19,369,"111001110110100101011010"
"1817",3365,7284,2,1796351,"SP_1891",19,372,"000010011011111011011110"
"1818",1239,7286,3,544323,"SP_0577",19,374,"101011110110111110100000"
"1819",1394,7286,2,617651,"SP_0648",19,374,"101011110110111110100000"
"1820",6013,7289,1,441422,"SP_0463",19,377,"000101110110011001011010"
"1821",3692,7293,2,1943932,"SP_2038",19,381,"111000100110101011111010"
"1822",1631,7298,2,726432,"SP_0767",20,2,"101100011011111011100001"
"1823",6367,7300,0,140991,"SP_0142",20,4,"000000110111111000011011"
"1824",655,7308,0,231250,"",20,12,"101100010110100111000110"
"1825",5177,7309,2,1741426,"",20,13,"010101010000100100110011"
"1826",928,7313,0,394313,"",20,17,"111001001000001011010100"
"1827",3831,7316,0,2009269,"",20,20,"111000101010100111000110"
"1828",220,7320,2,84836,"",20,24,"110001101010001110011010"
"1829",2246,7323,2,1154961,"SP_1222",20,27,"110011000110101010011010"
"1830",3284,7327,0,1755197,"",20,31,"110110001011100000100010"
"1831",134,7334,0,70282,"SP_0065",20,38,"101011001001011010101001"
"1832",6373,7335,1,443184,"",20,39,"000000111011110111011000"
"1833",843,7342,1,344331,"SP_0368",20,46,"110100100000011010010110"
"1834",4745,7344,0,664530,"",20,48,"010010000011010110011111"
"1835",2595,7347,1,1355884,"SP_1435",20,51,"101000000111110101111110"
"1836",3050,7353,3,1667984,"SP_1765",20,57,"101001011111100100110011"
"1837",5386,7359,1,2077639,"SP_2160",20,63,"011111011100100110100101"
"1838",5814,7362,0,1657413,"SP_1757",20,66,"001100110111100011100010"
"1839",4632,7363,0,459750,"SP_0479",20,67,"011101111110101101000001"
"1840",4895,7376,3,1053536,"",20,80,"011000110011011001011111"
"1841",5096,7378,2,1585083,"",20,82,"010111110001000110001000"
"1842",6206,7379,2,2118169,"SP_2195",20,83,"101100100011000010100011"
"1843",5897,7380,0,1985045,"SP_2076",20,84,"001000100110001111111100"
"1844",6424,7387,2,1816573,"SP_1901",20,91,"000010011000110110111011"
"1845",5244,7389,2,1856347,"SP_1953",20,93,"010011101110000110001101"
"1846",4413,7391,0,75103,"SP_0071",20,95,"010010111110001000101101"
"1847",6313,7395,0,497000,"",20,99,"000001010101110000110011"
"1848",6451,7399,2,1991929,"",20,103,"000000001111100110011100"
"1849",5331,7404,2,2020267,"",20,108,"010110101111011010010101"
"1850",5020,7407,0,1352741,"SP_1434",20,111,"011010011011110100010010"
"1851",5305,7408,0,1995215,"SP_2085",20,112,"011101000100010000011110"
"1852",3128,7411,0,1704910,"SP_1789",20,115,"101111010111001001001000"
"1853",4509,7413,2,184841,"SP_0198",20,117,"011011001010101010101001"
"1854",4974,7416,0,1254902,"SP_1330",20,120,"010000011111001110101100"
"1855",1503,7420,0,665703,"",20,124,"100100110011111111000011"
"1856",11,7423,3,8026,"SP_0006",20,127,"100111110100000101111110"
"1857",5878,7429,1,1896524,"",20,133,"000001011101110101000010"
"1858",6258,7435,0,1324045,"",20,139,"000011001110010010001110"
"1859",6328,7438,0,1125762,"",20,142,"000001101010010100111010"
"1860",5815,7440,0,1660943,"SP_1759",20,144,"001101010110100101010000"
"1861",1305,7445,0,568230,"SP_0601",20,149,"111111000110001111000101"
"1862",6069,7453,3,976347,"",20,157,"001100111010000010011100"
"1863",4278,7460,0,2112153,"",20,164,"101001010011001100110101"
"1864",817,7464,0,314835,"SP_0341",20,168,"100111110001011100101000"
"1865",6048,7468,3,680380,"",20,172,"000110001010001101011100"
"1866",808,7473,2,312171,"SP_0338",20,177,"011000110010101110000001"
"1867",4825,7478,1,898114,"SP_0949",20,182,"010111001001100110101001"
"1868",4328,7479,2,2150589,"SP_2231",20,183,"101110110011010110101100"
"1869",1451,7486,3,641770,"SP_0665",20,190,"010111110100111000011011"
"1870",5236,7486,0,1837660,"SP_1933",20,190,"010111110100111000011011"
"1871",4095,7494,2,2076341,"SP_2159",20,198,"110110001000001001111101"
"1872",5069,7497,0,1525670,"",20,201,"010111000111101110001000"
"1873",4624,7499,2,453797,"SP_0475",20,203,"010100110010110101111000"
"1874",939,7503,1,420142,"SP_0447",20,207,"101100011101110110110001"
"1875",1491,7503,3,658368,"",20,207,"101100011101110110110001"
"1876",4878,7506,0,995994,"SP_1060",20,210,"011110110010111011010010"
"1877",6093,7507,0,1255121,"SP_1330",20,211,"000111100101011010101100"
"1878",5301,7509,0,1991151,"",20,213,"011110111011110100100100"
"1879",4082,7518,2,2074859,"SP_2159",20,222,"011010010000111111111001"
"1880",5267,7518,1,1914872,"SP_2007",20,222,"011010010000111111111001"
"1881",5941,7520,3,2084780,"",20,224,"001100111110110110001000"
"1882",2267,7522,0,1172372,"SP_1241",20,226,"100001111000111011010100"
"1883",2774,7524,3,1518886,"SP_1617",20,228,"010110101010111110011010"
"1884",4831,7527,3,911297,"SP_0965",20,231,"010100111010101010010101"
"1885",3480,7528,0,1855359,"SP_1952",20,232,"100111000100111001001101"
"1886",722,7529,0,278028,"SP_0303",20,233,"101101000001101110110001"
"1887",4420,7530,2,79692,"SP_0073",20,234,"011001011111011001010110"
"1888",5042,7533,0,1433328,"SP_1524",20,237,"011000111011100001110111"
"1889",5914,7535,1,2034089,"SP_2122",20,239,"000011000010111001110111"
"1890",4787,7536,1,745749,"SP_0791",20,240,"010010110101111101100000"
"1891",5575,7538,1,492948,"SP_0510",20,242,"001101101111010110010101"
"1892",1146,7541,0,509196,"",20,245,"110110000001011111101000"
"1893",4421,7544,1,80388,"SP_0073",20,248,"011011111010010110011010"
"1894",1161,7545,1,512126,"",20,249,"101010011010111101010110"
"1895",1758,7551,0,845830,"SP_0894",20,255,"100100001101101100010100"
"1896",147,7555,0,72079,"",20,259,"100010000011001100111111"
"1897",5319,7558,1,2007866,"SP_2099",20,262,"011000111111001100000000"
"1898",1417,7560,3,628601,"SP_0657",20,264,"101001100101000000001111"
"1899",1624,7561,2,719528,"SP_0760",20,265,"111111001100101001101100"
"1900",2674,7562,1,1423838,"",20,266,"101101001110101100010111"
"1901",3972,7564,1,2046528,"",20,268,"100001000110001111000110"
"1902",5174,7568,3,1739235,"SP_1828",20,272,"010101011101011100101110"
"1903",6071,7574,3,987667,"",20,278,"000010100011111100111010"
"1904",5719,7577,1,1123365,"SP_1185",20,281,"000110111000110110001101"
"1905",3845,7578,1,2014269,"",20,282,"101110001110001011100001"
"1906",4888,7581,1,1038940,"",20,285,"010000100101110011110011"
"1907",1926,7583,0,950471,"SP_1005",20,287,"110001011111001100111010"
"1908",4625,7587,2,454567,"SP_0475",20,291,"001101100001000111010111"
"1909",5924,7593,0,2048202,"SP_2136",20,297,"001011101111000011000110"
"1910",278,7594,1,111278,"SP_0110",20,298,"100000101100100101011010"
"1911",1517,7598,1,670409,"SP_0704",20,302,"111001001011100001110100"
"1912",3560,7605,0,1891812,"SP_1988",20,309,"100100001101110110001000"
"1913",6295,7606,2,43721,"SP_0043",20,310,"000001011001100101101100"
"1914",4773,7608,0,719879,"",20,312,"010100111111010100000110"
"1915",2877,7609,2,1579222,"SP_1679",20,313,"111100111000100001111000"
"1916",3180,7615,0,1724826,"SP_1811",20,319,"111000010000000011111010"
"1917",5828,7621,0,1697697,"",20,325,"001010001001100110011001"
"1918",5140,7623,0,1673769,"SP_1769",20,327,"010011010011000010100011"
"1919",2726,7624,1,1477232,"",20,328,"110011111110101110000001"
"1920",2371,7629,1,1243024,"SP_1319",20,333,"101010101011101111011000"
"1921",2150,7634,2,1086234,"SP_1154",20,338,"110100100001110111010100"
"1922",772,7636,3,291398,"SP_0315",20,340,"101101001111011000110110"
"1923",4763,7639,1,688701,"SP_0723",20,343,"011011000101010110101001"
"1924",4158,7640,0,2084126,"SP_2167",20,344,"110001101001100100111010"
"1925",2363,7641,0,1240647,"SP_1317",20,345,"101100100011100110011001"
"1926",111,7642,1,66654,"",20,346,"111001001101110101000111"
"1927",5350,7644,0,2047271,"SP_2136",20,348,"010110011000100010001110"
"1928",1209,7646,1,541066,"",20,350,"111010110100011100101101"
"1929",5527,7650,0,294087,"",20,354,"001010001110111011010010"
"1930",5775,7653,0,1394932,"SP_1482",20,357,"001110101101010001000100"
"1931",5255,7658,2,1873165,"SP_1965",20,362,"000011111101111001000100"
"1932",2499,7662,0,1312357,"SP_1388",20,366,"101101111000100000101101"
"1933",1072,7664,0,467457,"SP_0487",20,368,"101000111110100010000001"
"1934",4940,7670,0,1215920,"SP_1281",20,374,"010000100011011010011001"
"1935",262,7675,1,103013,"SP_0101",20,379,"111010000110100100000011"
"1936",1479,7687,3,655974,"",21,7,"101100101100100100111111"
"1937",4808,7692,1,836216,"SP_0886",21,12,"011011001001000011110110"
"1938",3879,7697,0,2024515,"",21,17,"100100000011011001101100"
"1939",4472,7702,0,138120,"SP_0139",21,22,"010011100010001010110001"
"1940",6342,7704,0,1584485,"SP_1684",21,24,"000001100010110110001110"
"1941",396,7708,0,146399,"",21,28,"100011010111001011010010"
"1942",1940,7711,0,955152,"SP_1010",21,31,"101110001010100110010110"
"1943",3897,7713,0,2031831,"SP_2120",21,33,"110000111011001010111101"
"1944",931,7714,1,405313,"SP_0430",21,34,"010010110000100100110110"
"1945",4325,7717,1,2148739,"",21,37,"100110101110001001001101"
"1946",29,7720,0,28807,"",21,40,"100011101100011011001111"
"1947",3882,7720,3,2025028,"SP_2111",21,40,"100011101100011011001111"
"1948",1117,7722,0,494741,"SP_0513",21,42,"100111001010010101010110"
"1949",4956,7723,1,1240941,"SP_1317",21,43,"011100011101010010110111"
"1950",2357,7724,0,1239549,"SP_1316",21,44,"101110111000100000011110"
"1951",1561,7728,1,686735,"SP_0720",21,48,"100010111011010001000111"
"1952",2427,7734,0,1265184,"SP_1342",21,54,"111100000100010001110111"
"1953",1241,7736,2,544414,"SP_0577",21,56,"100000101101101111011101"
"1954",5692,7747,0,984479,"SP_1045",21,67,"001110011100111110010011"
"1955",2159,7751,0,1090151,"",21,71,"100000010001011111010010"
"1956",5340,7761,0,2041463,"SP_2129",21,81,"011110110110110001100000"
"1957",2102,7766,3,1053723,"SP_1121",21,86,"100011100000101001010101"
"1958",4377,7767,3,28173,"SP_0026",21,87,"010001110110010111110011"
"1959",1083,7768,0,476255,"",21,88,"100100001110100010001110"
"1960",3326,7778,1,1769521,"SP_1861",21,98,"101001010101011011111001"
"1961",3797,7779,0,1997556,"",21,99,"111001000000110011111100"
"1962",5206,7782,1,1773354,"",21,102,"011111011010110010010110"
"1963",3874,7792,2,2023574,"SP_2110",21,112,"001010110111101111010010"
"1964",5839,7792,3,1732634,"SP_1821",21,112,"001010110111101111010010"
"1965",4994,7795,0,1293309,"SP_1370",21,115,"010110011011001011010001"
"1966",5060,7799,0,1517557,"",21,119,"011000111011111000010100"
"1967",3635,7801,0,1930487,"",21,121,"100010110000111101101001"
"1968",5739,7803,0,1234664,"SP_1308",21,123,"001100110110101001100101"
"1969",2911,7811,0,1588508,"SP_1687",21,131,"101100010110111101011010"
"1970",4733,7814,0,638775,"SP_0664",21,134,"010000101001100101010011"
"1971",4970,7816,0,1251193,"SP_1326",21,136,"010111000010001001111000"
"1972",3743,7819,0,1966456,"SP_2065",21,139,"111001111110000100010001"
"1973",4260,7823,0,2104330,"SP_2185",21,143,"100111110011000001010110"
"1974",4379,7826,0,37070,"SP_0035",21,146,"010001001101111010110111"
"1975",2260,7827,2,1166860,"SP_1235",21,147,"110010011001000010100110"
"1976",297,7833,0,118499,"SP_0117",21,153,"101101111001110011001001"
"1977",3800,7834,3,1998634,"",21,154,"100011100110111101100110"
"1978",2096,7835,0,1051615,"",21,155,"100011011111001101011100"
"1979",641,7837,0,222784,"SP_0252",21,157,"101011000010110110000111"
"1980",5138,7839,0,1672888,"SP_1768",21,159,"010001111010100110010110"
"1981",5128,7842,0,1665140,"SP_1762",21,162,"010000010000101011001111"
"1982",4573,7843,0,305475,"",21,163,"011001101101000110111101"
"1983",5134,7853,0,1668695,"SP_1765",21,173,"010110100000100101101010"
"1984",5135,7853,0,1668698,"SP_1765",21,173,"010110100000100101101010"
"1985",2808,7855,3,1535442,"",21,175,"011110001101111011100001"
"1986",5371,7855,1,2068052,"SP_2153",21,175,"011110001101111011100001"
"1987",5583,7859,0,505008,"",21,179,"001001001111010101011100"
"1988",4634,7860,0,461018,"SP_0480",21,180,"011111011000010001001110"
"1989",3208,7863,0,1735058,"SP_1824",21,183,"100110101011010011100100"
"1990",575,7866,0,211101,"SP_0241",21,186,"100000100111110100101101"
"1991",2351,7868,3,1238537,"SP_1315",21,188,"110000000101111110101111"
"1992",4840,7871,0,947203,"SP_1004",21,191,"011100010010001010001101"
"1993",5710,7874,0,1067631,"SP_1136",21,194,"001011101110010000100010"
"1994",773,7875,0,291844,"SP_0317",21,195,"101001100011001110100000"
"1995",5673,7876,1,925715,"SP_0979",21,196,"001010000111010000011110"
"1996",1253,7879,3,545814,"",21,199,"111011010001110100010111"
"1997",826,7880,0,339543,"SP_0366",21,200,"100000011110100000101101"
"1998",3217,7884,1,1736704,"SP_1825",21,204,"100111110111001011100100"
"1999",6290,7887,0,2090423,"",21,207,"000011001000011111011110"
"2000",5747,7889,1,1261445,"SP_1338",21,209,"001001001101010010111110"
"2001",5829,7892,0,1699061,"SP_1780",21,212,"001100001110101110000001"
"2002",4761,7893,1,687392,"SP_0721",21,213,"010101010001001001110001"
"2003",268,7905,1,104632,"",21,225,"110100100010100011010010"
"2004",2574,7908,1,1351956,"SP_1433",21,228,"111100111011001011011000"
"2005",476,7909,3,162039,"SP_0166",21,229,"101000110001100011011000"
"2006",3089,7909,1,1676767,"SP_1771",21,229,"101000110001100011011000"
"2007",1470,7910,1,651738,"",21,230,"100110011110110110000001"
"2008",5120,7915,0,1657890,"SP_1757",21,235,"010000011010101001011100"
"2009",5126,7922,0,1664972,"SP_1762",21,242,"010110011010011000110101"
"2010",5540,7930,0,376836,"SP_0397",21,250,"001000010011001110100011"
"2011",5000,7936,3,1306234,"",21,256,"011111101010001101011010"
"2012",6445,7938,0,1596809,"SP_1693",21,258,"000000001110010010111101"
"2013",3729,7943,1,1959810,"SP_2058",21,263,"110010100000110001100011"
"2014",2921,7945,0,1590395,"SP_1689",21,265,"110111011101100000101101"
"2015",6359,7946,0,2080973,"SP_2162",21,266,"000001011110011100011101"
"2016",6087,7949,0,1243495,"SP_1319",21,269,"000111010001010010001011"
"2017",5273,7951,0,1926173,"SP_2020",21,271,"011111101000001010111000"
"2018",6074,7953,1,1061308,"SP_1127",21,273,"000110110011011001011100"
"2019",4180,7954,1,2088166,"SP_2169",21,274,"101101111100010111000110"
"2020",5745,7955,0,1253242,"SP_1328",21,275,"001101010100100001001101"
"2021",5994,7961,0,243716,"SP_0268",21,281,"000101110001111001001000"
"2022",1593,7963,0,700930,"SP_0737",21,283,"100100000010101101001101"
"2023",1119,7964,0,495342,"",21,284,"100101010001010011010001"
"2024",6478,7965,0,1884118,"",21,285,"000000000010111010111011"
"2025",5995,7969,1,244996,"SP_0268",21,289,"000100100100001001111011"
"2026",2227,7970,1,1133806,"SP_1200",21,290,"110010101001111110010101"
"2027",4398,7970,3,64583,"",21,290,"110010101001111110010101"
"2028",1275,7976,0,553997,"",21,296,"101010010100001011010001"
"2029",2425,7977,0,1263613,"SP_1341",21,297,"100101100000011011000011"
"2030",1202,7981,1,537427,"",21,301,"100111001111110001011001"
"2031",4540,7983,1,239684,"",21,303,"011111011000101100010111"
"2032",5019,7988,1,1352229,"SP_1433",21,308,"011001101101011100100001"
"2033",3765,7990,1,1983986,"SP_2075",21,310,"111011010010100011101110"
"2034",6358,7991,1,2076625,"SP_2159",21,311,"000001011000101111101011"
